Lp.;Nazwa w≥asna;Telefon;Email;Charakter us≥ug;Kategoria obiektu;Rodzaj obiektu;Adres
197;MOåCICKI;0-44 726-41-00;info@hotelmoscicki.pl;sta≥y;****;hotel;97-214 Spa≥a, Nadpiliczna 2
198;DESILVA PREMIUM OPOLE;77 54 07 000;opole@desilva.pl;sta≥y;****;hotel;45-078 Opole, powolnego 10
199;GORZELANNY;881328081;;sta≥y;****;hotel;00-000 Pokrzywna, 76
200;PIWNICZNA SPA & CONFERENCE;796444044;recepcja@hotelpiwniczna.pl;sta≥y;****;hotel;33-350 Piwniczna-ZdrÛj, ul. Gπsiorowskiego 5
201;JUSTYNA;(12) 649-80-00;rezerwacja@hoteljustyna.pl;sta≥y;****;hotel;31-571 KrakÛw, Al. Jana Paw≥a II 70
202;PA£AC ROMANTYCZNY;566 423 100;recepcja@palac-romantyczny.com;sta≥y;****;hotel;87-148 Turzno, ToruÒska 1
203;ARIES;(18) 544-44-44;rezerwacja@hotelaries.pl;sta≥y;****;hotel;34-500 Zakopane, ul. zaruskiego 5
204;MALINOWY ZDR”J HOTEL MEDICAL SPA;41 370-40-00,3;recepcja@maliowyzdroj.pl;sta≥y;****;hotel;28-131 Solec-ZdrÛj, Leúna 7
205;GO£ BIEWSKI;33 855 47 00;wisla@golebiewski.pl;sta≥y;****;hotel;43-460 Wis≥a, Ks. Bp. Bursche 3
206;MINERAL HOTEL MALINOWY RAJ;413789900;recepcja@malinowyraj.com;sta≥y;****;hotel;28-131 Solec-ZdrÛj, PartyzantÛw 18A
207;HOTEL STARZY—SKI;243 660 200;hotel@starzynski.com.pl;sta≥y;****;hotel;09-400 P≥ock, Piekarska 1
208;HOTEL STARZY—SKI;243 660 200;hotel@starzynski.com.pl;sta≥y;****;hotel;09-400 P≥ock, Piekarska 1
209;LEDA SPA;94/ 351 39 00;;sta≥y;****;hotel;78-100 Ko≥obrzeg, Kasprowicza 23
210;NARVIL CONFERENCE&SPA;225661144;recepcja@hotelnarvil.pl;sta≥y;****;hotel;05-140 Serock, Cz.mi≥osza 14a
211;HANZA PA£AC;523 209 094;recepcja@hanzapalac.pl;sta≥y;****;hotel;86-160 Warlubie, m.Rulewo
212;SKAL;(94) 35 320 60;recepcja@skal-hotel.pl;sta≥y;****;hotel;78-111 Ustronie Morskie, ul. Boles≥awa Chrobrego 80
213;NOMA RESIDENCE;32 219-40-63;hotel@promnice.com.pl;sta≥y;****;hotel;43-210 KobiÛr, -
214;WARSAW PLAZA HOTEL;224 310 800;wph@WARSAWPLAZAHOTEL.PL;sta≥y;****;hotel;02-820 Warszawa, £πczyny 5
215;DW”R DROBLIN;833 450 623;recepcja@dworlubelskie.com;sta≥y;****;hotel;21-542 Droblin, droblin 80
216;BORNIT;756472503 do 04;bornit@interferie.pl;sta≥y;****;hotel;58-580 Szklarska PorÍba, Mickiewicza 21
217;"""COURTYARD GDYNIA WATERFRONT""";58 743-07-00;hotel@courtyardgdynia.com;sta≥y;****;hotel;81-342 Gdynia, j.waszyngtona 19
218;BRANICKI;0-85 66-52-500;;sta≥y;****;hotel;15-950 Bia≥ystok, Zamenhofa 25
219;CRISTAL PARK;(14 ) 657-01-00;hotel.dt@cristalpark.pl;sta≥y;****;hotel;33-200 Dπbrowa Tarnowska, ul. Sportowa 2A
220;MERCURE KRYNICA ZDR”J RESORT & SPA;(18) 477-75-00;recepcja@mercurekrynica.pl;sta≥y;****;hotel;33-380 Krynica-ZdrÛj, ul. Leúna 1
221;EUROPA;41 276-78-00;biuro@europa.sse.pl;sta≥y;****;hotel;27-200 Starachowice, Radomska 76A
222;"""HAFFNER""";0 - 58 550 -;office@hotelhaffner.pl;sta≥y;****;hotel;81-715 Sopot, Jana Jerzego Haffnera 59
223;"HOTEL ""ZAMEK RYN""";87-429-70-00;hotel@zamekryn.pl;sta≥y;****;hotel;11-520 Ryn, Pl. Wolnoúci 2
224;PREZYDENCKI;178 626 835;recepcja@hoteleprezydenckie.pl;sta≥y;****;hotel;35-309 RzeszÛw, Podwis≥ocze 48
225;"HOTEL ""MERCURE TORU— CENTRUM""";566 196 550;H342@accor.com;sta≥y;****;hotel;87-100 ToruÒ, Kraszewskiego 1/3
226;HOTEL AMBASADORSKI RZESZ”W;17 250 24 44;recepcja@ambasadorski.com;sta≥y;****;hotel;35-064 RzeszÛw, Rynek 13,14
227;G£ BOCZEK-VINE RESORT & SPA;564 935 119;gleboczek@gleboczek.pl;sta≥y;****;hotel;87-313 Wielki G≥Íboczek, poczta Brzozie
228;HOTEL GO£ BIEWSKI;87-429-07-00;mikolajki@golebiewski.pl;sta≥y;****;hotel;11-730 Miko≥ajki, Mrπgowska 34
229;"Hotel ""JAN III SOBIESKI""";(+48-22) 579-10;HOTEL@SOBIESKI.COM.PL;sta≥y;****;hotel;02-025 Warszawa, Pl. A.Zawiszy 1
230;HOTEL BONIFACIO SPA & SPORT RESORT;23 651-24-01;recepcja@hotelbonifacio.pl;sta≥y;****;hotel;09-110 KÍpa, KÍpa 84
231;BUKOWY PARK HOTEL MEDICAL SPA;748665609;recepcja@bukowypark.eu;sta≥y;****;hotel;57-320 Polanica-ZdrÛj, PARKOWA 11
232;GRAND HOTEL RZESZ”W;17/ 250 00 00;info@grand-hotel.pl;sta≥y;****;hotel;35-030 RzeszÛw, Koúciuszki 9
233;"""LORD""";(+48 22) 574-20;okecie@hotellord.com.pl;sta≥y;****;hotel;02-219 Warszawa, Al. Krakowska 218
234;HASTON CITY HOTEL;713225500;hotel@haston.pl;sta≥y;****;hotel;51-117 Wroc≥aw, IRYSOWA 1-3
235;OSSA CONGRESS & SPA;0-46 813-26-00;info@hotelossa.pl;sta≥y;****;hotel;96-200 Ossa, p-ta Rawa Mazowiecka
236;GORCZOWSKI HOTEL;+48 32 249 91 93;kontakt@hotelgorczowski.pl;sta≥y;****;hotel;41-506 ChorzÛw, Stefana Batorego 35
237;HILTON GARDEN INN RZESZ”W;17 770 00 00;reception@hgi.rzeszow.com;sta≥y;****;hotel;35-315 RzeszÛw, Al. Majora Wac≥awa Kopisto 1
238;BRANT HOTEL & RESTEURANT;22 276-24-88;recepcja@branthotel.pl;sta≥y;****;hotel;05-462 Majdan, Majdan 80 c
239;HOTEL AZZUN ORIENT SPA & WELLNESS;89-537-56-28;hotel@azzun.pl;sta≥y;****;hotel;11-010 Kromerowo, 28
240;"""HANZA""";0 - 58 305 -;hotel@hanza-hotel.com.pl;sta≥y;****;hotel;80-888 GdaÒsk, Tokarska 6
241;AMADEUS;(12) 429-60-70;amadeus@janpol.com.pl;sta≥y;****;hotel;31-027 KrakÛw, ul. Miko≥ajska 20
242;BEST WESTERN PLUS Q HOTEL;12 333-40-20;info@qhotelkrakow.pl;sta≥y;****;hotel;31-311 KrakÛw, ul. Wygrana 6
243;LENART;12 362-97-00;info@hotellenart.pl;sta≥y;****;hotel;32-020 Wieliczka, ul. G. Narutowicza 1
244;BRANICKI;85 665-25-00;;sta≥y;****;hotel;15-435 Bia≥ystok, ZAMENHOFA 25
245;PA£AC WIECHLICE;683768610;recepcja@palacwiechlice.pl;sta≥y;****;hotel;67-300 Wiechlice, Wiechlice 45B
246;QUEEN BOUTIQUE;(12) 433-33-33;info@queenhotel.pl;sta≥y;****;hotel;31-039 KrakÛw, ul. JÛzefa Dietla 60
247;"""AIRPORT HOTEL OK CIE""";(+48 22) 456-80;AIRPORTHOTEL@AIRPORTHOTEL.PL;sta≥y;****;hotel;02-146 Warszawa, 17-go Stycznia 24
248;AMBER BALTIC;091/ 32 81 000;;sta≥y;****;hotel;72-500 MiÍdzyzdroje, Promenada Gwiazd 1
249;Baltic Plaza;94/ 71 35 600;;sta≥y;****;hotel;78-100 Ko≥obrzeg, Plazowa 1
250;WENTZL;12 430-26-64;hotel@wentzl.pl;sta≥y;****;hotel;31-008 KrakÛw, Rynek G≥Ûwny 19
251;PARK HOTEL;091/ 488-15-24,;hotel@parkhotel.szczecin.pl;sta≥y;****;hotel;70-527 Szczecin, ul. Plantowa 1
252;S£ONECZNY ZDR”J MEDICALSPA & WELLNESS;41 378 88 00;info@slonecznyzdroj.pl;sta≥y;****;hotel;28-100 Busko-ZdrÛj, bohaterÛw Warszawy 115
253;GOLDEN TULIP KRAKOW CITY CENTER;(12) 426-99-90;info@goldentulipkrakowcitycenter.com;sta≥y;****;hotel;31-140 KrakÛw, ul. ≥obzowska 8
254;HOTEL ST. BRUNO;87-732-65-00;recepcja@hotelstbRuno.pl;sta≥y;****;hotel;11-500 Giøycko, åw. Brunona
255;Vivaldi;;vivaldi@vivaldi.pl;sta≥y;****;hotel;61-663 PoznaÒ, Winogrady 9
256;Pa≥acyk;;;sta≥y;****;hotel;62-510 Konin, Al 1 Maja 15a
257;INTERFERIE MEDICAL SPA;91- 381-25-00;inmedical@.inmedical.pl;sta≥y;****;hotel;72-600 åwinoujúcie, Uzdrowiskowa 15
258;HOTEL RZESZ”W;17 777 10 10;recepcja@hotelrzeszow.com.pl;sta≥y;****;hotel;35-001 RzeszÛw, j.pi≥sudskiego 44
259;HOTEL WILLA PORT CONFERENCE RESORT & SPA;89-642-46-00;recepcja@willaport.pl;sta≥y;****;hotel;14-100 OstrÛda, Mickiewicza 17
260;"""AURORA""";091/328-12-48;info@hotelaurora.pl;sta≥y;****;hotel;72-500 MiÍdzyzdroje, Boh. Warszawy 17
261;MEDICAL SPA SANATORIUM UNITRAL;94-318-92-31;unitral@unitral.home.pl;sta≥y;****;hotel;76-032 Mielno, PiastÛw 4
262;"""SPA DOM ZDROJOWY""";58 679 91 00;dom@zdrojowy.com.pl;sta≥y;****;hotel;84-140 Jastarnia, Koúciuszki 2
263;"""ADMIRA£""";58 320-03-20;recepcja@admiralhotel.pl;sta≥y;****;hotel;80-837 GdaÒsk, Tobiasza 9
264;AMBASADOR CENTRUM;0-42 677-15-20;centrum@hotelambasador.pl;sta≥y;****;hotel;90-307 £Ûdü, Al.Pi≥sudskiego 29
265;EFEKT EXPRESS;(12) 614-57-00;recepcja@krakowexpress.pl;sta≥y;****;hotel;31-323 KrakÛw, ul. Opolska 14
266;"""ROYAL BALTIC""";0-59 81-55-281;recepcja@royal-baltic.pl;sta≥y;****;hotel;76-270 Ustka, Wczasowa 26
267;"""SENATOR""";094/354-95-00;senator@hotelsenator.pl;sta≥y;****;hotel;78-131 Düwirzyno, Wyzwolenia 35
268;MERCURE RAC£AWICE DOS£O—CE CONFERENCE & SPA;(0 12)378-47-27;info@dosloncespa.pl;sta≥y;****;hotel;32-222 Rac≥awice, Dos≥oÒce 56
269;PARK HOTEL £YSO—;(33)875-74-00;jlyson@arkum.pl;sta≥y;****;hotel;34-120 AndrychÛw, ul. Wadowicka 169A, Inwa≥d
270;PA£AC DOMANIOWSKI;505150432;recepcja@palacdomaniowski.pl;sta≥y;****;hotel;26-660 MarcelÛw, MarcelÛw 3a
271;DW”R SIERAK”W;(12) 312-24-23;info@dworsierakow.pl;sta≥y;****;hotel;32-410 Dobczyce, SierakÛw 233
272;"""GDA—SK""";0-58 300 - 17;rezerwacja@hotelgdansk.com.pl;sta≥y;****;hotel;80-755 GdaÒsk, Szafarnia 9
273;T CZOWY M£YN;41345 42 25,;info@teczowy.com;sta≥y;****;hotel;25-670 Kielce, Zak≥adowa 4
274;KLIMEK SPA;(18) 477-82-22;biuro@hotel-klimek.pl;sta≥y;****;hotel;33-370 Muszyna, Z≥ockie 107
275;PA£AC KOTULINSKICH`;32-494-49-60;hotel@palackotulinskich.pl;sta≥y;****;hotel;43-502 Czechowice-Dziedzice, Zamkowa 2
276;GRAND HOTEL STAMARY;(18) 202-45-10;hotel@stamary.pl;sta≥y;****;hotel;34-500 Zakopane, ul. Koúciuszki 19
277;ZAMEK CENTRUM;91-852-27-77;recepcja@centrum-zamek.pl;sta≥y;****;hotel;70-535 Szczecin, PanieÒska 15
278;UNIEJ”W ECO ACTIVE & SPA;519318000;recepcja@hoteluniejow.pl;sta≥y;****;hotel;99-210 UniejÛw, Bogumi≥a
279;TWARDOWSKI;61 839 98 00;dyrektor@hoteltwardowski.pl;sta≥y;****;hotel;60-004 PoznaÒ, g≥ogowska 358
280;"""NOVOTEL OK CIE-AIRPOT""";(+48 22) 575-60;nov.airport@orbis.pl;sta≥y;****;hotel;02-134 Warszawa, 1-go Sierpnia 1
281;GO£ BIEWSKI;85 678-25-00;;sta≥y;****;hotel;15-064 Bia≥ystok, Pa≥acowa 7
282;"""CZARDASZ""";024 367 20 47;recepcja@hotelczardasz.pl;sta≥y;****;hotel;09-400 P≥ock, DobrzyÒska 62 B
283;GRAND LUBLINIANKA;081 44 66 100;grandhotel@lublinianka.com;sta≥y;****;hotel;20-002 Lublin, ul. Krakowskie Przedmieúcie 56
284;KR”L KAZIMIERZ;(081) 880 99 99;rezerwacja@krolkazimierz.pl;sta≥y;****;hotel;24-120 Kazimierz Dolny, Pu≥awska 86
285;GO£ BIEWSKI;7,57671E+11;;sta≥y;****;hotel;58-540 Karpacz, KARKONOSKA 14
286;ØUBR”WKA;85 681-24-96;;sta≥y;****;hotel;17-230 Bia≥owieøa, Olgi Gabiec 6
287;Hotel Groclin;44 36 200;hotel@groclin.com.pl;sta≥y;****;hotel;62-065 Grodzisk Wielkopolski, Sportowa 3
288;ILONN;61 668 75 75;RECEPCJA@ILOOHOTEL.PL;sta≥y;****;hotel;60-462 PoznaÒ, Szarych SzeregÛw 16
289;GALAXY;12 342 81 00;hotel@hotelgalaxy.pl;sta≥y;****;hotel;31-535 KrakÛw, ul. GÍsia 22a
290;QUBUS HOTEL KRAK”W;(12) 374-51-00;krakow@qubushotel.com;sta≥y;****;hotel;30-527 KrakÛw, ul. NadwiúlaÒska 6
291;UNICUS;12 433-71-11;recepcja@hotelunicus.pl;sta≥y;****;hotel;31-020 KrakÛw, ul. FloriaÒska 35/åw. Marka 20
292;HERBARIUM HOTEL&SPA;52 30 37 000;INFO@HERBARIUMHOTEL.PL;sta≥y;****;hotel;88-410 Chomiπøa Szlachecka, cHOMI•ØA sZLACHECKA 2
293;Habenda;;;sta≥y;****;hotel;64-840 BudzyÒ, Leúna 32
294;EUROPA;81 534 95 36;info@hoteleuropa.pl;sta≥y;****;hotel;20-002 Lublin, Krakowskie Przedmieúcie 29
295;STOK;033-856-41-00;recepcja@hotelstok.pl;sta≥y;****;hotel;43-460 Wis≥a, Jawornik 52a
296;IBB ANDERSIA HOTEL;;;sta≥y;****;hotel;61-894 , Plac Andersa 3
297;"""RADO"" HOTEL";(17) 7737373;info@hotelrado.pl;sta≥y;****;hotel;39-333 Wola Chorzelowska,
298;SAHARA;033 486 11 31;biuro@hotelsahara.eu;sta≥y;****;hotel;43-316 Bielsko-Bia≥a, Falista 13
299;PEGAZ;(18) 477-76-40;recepcja@hotelpegaz.eu;sta≥y;****;hotel;33-380 Krynica-ZdrÛj, ul. Czarny Potok 28
300;BUKOVINA;(0 18)202-54-00;rezerwacja@hotelbukovina.pl;sta≥y;****;hotel;34-530 Bukowina TatrzaÒska, ul. Sportowa 22
301;NOVOTEL CENTRUM KATOWICE;200-44-44;nov.katowice@orbis.pl;sta≥y;****;hotel;40-202 Katowice, RozdzieÒskiego 16
302;HOTEL FOCUS PREMIUM INOWROC£AW;525 114 141;.inowroclaw@focushotels.pl;sta≥y;****;hotel;88-100 Inowroc≥aw, Solankowa 17
303;CROCUS;(0 18)202-65-00;recepcja@hotelcrocus.pl;sta≥y;****;hotel;34-500 Zakopane, ul. Cha≥ubiÒskiego 40
304;ANGELO;32-207-20-04;info@angelo-katowice.pl;sta≥y;****;hotel;40-086 Katowice, Sokolska 24
305;LAMBERT MEDICAL SPA;94-35-15-431;lambert@lambert-hotel.pl;sta≥y;****;hotel;78-111 Ustronie Morskie, Koúciuszki 14
306;MERCURE MR•GOWO RESORT & SPA;89-743-31-00;mercure.mragowo@accor.com;sta≥y;****;hotel;11-700 Mrπgowo, Giøycka 6
307;TUMSKI;0-24 2629060;hotel@hoteltumski.pl;sta≥y;****;hotel;09-400 P≥ock, Piekarska 9
308;HOTEL SIELANKA NAD PILIC•;+48 (0-48) 666-;hotel@sielanka.pl;sta≥y;****;hotel;05-660 Warka, £πkowa 1
309;ZAMEK TOPACZ;717719999;recepcja@topacz.pl;sta≥y;****;hotel;55-040 ålÍza, G£”WNA 12
310;BURSZTYNOWY PA£AC;094/ 316 12 27;marketing@bursztynowypalac.pl;sta≥y;****;hotel;76-024 åwieszyno, StrzekÍcino 12
311;PRESIDENT;+48 33 82-27-2;recepcja@hotelpresident.pl;sta≥y;****;hotel;43-300 Bielsko-Bia≥a, ul. 3 Maja 12
312;DIVA SPA;94/353 60 00;;sta≥y;****;hotel;78-100 Ko≥obrzeg, Koúciuszki 16
313;PURO;(12) 314-21-00;krakow@purohotel.pl;sta≥y;****;hotel;31-155 KrakÛw, UL. OGRODOWA 10
314;"""WIENIAWA""";58/673-92-80;biuro@hotelwieniawa.com;sta≥y;****;hotel;84-100 Rekowo GÛrne, Lipowa 24
315;SPLENDOR;223 504 770;bkusmierczyk@hotelsplendor.com.pl;sta≥y;****;hotel;05-082 Babice Nowe, warszawska 197e
316;"PARK REKREACYJNO-BIZNESOWY ""LAS WODA""";257 484 204;info@laswoda.pl;sta≥y;****;hotel;08-470 Wilga, Spokojna 1
317;KLIMCZOK;33 82-81-400;marketing @ klimczok.pl.;sta≥y;****;hotel;43-370 Szczyrk, Poziomkowa 20
318;NOVOTEL POZNA— CENTRUM;61 858 71 01;nov.poznan@orbis.pl;sta≥y;****;hotel;61-898 PoznaÒ, plac andersa 3
319;IBB ANDERSIA HOTEL;616 678 000;andersia@andersiahotel.pl;sta≥y;****;hotel;61-894 PoznaÒ, plac andersa 3
320;PA£AC W W•SOWIE;61 44 72 613;wasowo@wasowo.pl;sta≥y;****;hotel;64-316 Wπsowo, parkowa 12
321;METROPOLITAN BOUTIQUE;(12) 442-75-00;hotel@hotelmetropolitan.pl;sta≥y;****;hotel;31-031 KrakÛw, ul. Berka Joselewicza 19
322;REGATTA HOTEL RESTAURACJA SPA;61 848 83 08;kontakt@regattahotel.pl;sta≥y;****;hotel;60-480 PoznaÒ, chojnicka 49
323;MERCURE KRAK”W STARE MIASTO;12 225-11-11;H9627@accor.com;sta≥y;****;hotel;31-154 KrakÛw, ul. Pawia 18B
324;BEST WESTERN PREMIER KATOWICE;+48 32 72-11-11;info@bestwesternkatowice.pl;sta≥y;****;hotel;40-147 Katowice, Bytkowska 1A
325;REMES;614 482 400;info@hotelremes.pl;sta≥y;****;hotel;64-330 Opalenica, Parkowa 48
326;UROCZYSKO SPA&BUSINESS;41/368-11-16;rezerwacja@hotel-uroczysko.com.pl;sta≥y;****;hotel;25-900 Cedzyna, cedzyna 44d
327;REZYDENCJA SOLEI;618 475 838;;sta≥y;****;hotel;60-461 PoznaÒ, Wa≥ecka 2
328;SENATOR;68 386 75 50;biuro@hotelsenator.com.pl;sta≥y;****;hotel;64-360 ZbπszyÒ, senatorska 1
329;NONAME LUXURY HOTEL & SPA;797502131;info@nonameluxuryhotelspa.com;sta≥y;****;hotel;34-442 £apsze Niøne, ul. Leúna 46
330;PA£AC W PASZK”WCE ZESP”£ HOTELOWO - PARKOWY;(0 33) 872-38-0;palace@paszkowka.pl;sta≥y;****;hotel;34-113 PaszkÛwka, PaszkÛwka 37
331;WAWRZYNIAK;62 721 43 12;hotel-restauracja@wawrzyniak.net.pl;sta≥y;****;hotel;63-760 Perzyce, Perzyce
332;RADISSON BLU;(91) 359-55-95;reservations.szczecin@radissonblu.com;sta≥y;****;hotel;70-419 Szczecin, pl. Rod≥a 10
333;"""ATRIUM""";91-424-35-32;rezerwacja@hotel-atrium.pl;sta≥y;****;hotel;70-481 Szczecin, Wojska Polskiego 75
334;WIENIAWA;65 528 50 50;hotel@wieniawa.pl;sta≥y;****;hotel;64-100 Leszno, rynek 29
335;DANA BUSINESS & CONFERENCE;503031148;contact@hoteldana.pl;sta≥y;****;hotel;71-500 Szczecin, al. Wyzwolenia 50
336;ROYAL HOTEL;221884188;recepcja@royalhotel.pl;sta≥y;****;hotel;05-160 Nowy DwÛr Mazowiecki, szpitalna 93
337;WOI—SKI SPA;957 557 555;rezerwacja@woinskispa.pl;sta≥y;****;hotel;69-210 Lubniewice, ratuszowa 3
338;S£ONECZNY M£YN;525 613 100;hotel@sloneczny.eu;sta≥y;****;hotel;85-027 Bydgoszcz, JagielloÒska 96
339;ATUT;63 27 08 700;;sta≥y;****;hotel;62-583 LicheÒ Stary, toruÒska 27
340;Hotel Pietrak;61 426 14 97;hotel-pietrak@home.pl;sta≥y;****;hotel;62-200 Gniezno, Chrobrego 3
341;Pietrak;;;sta≥y;****;hotel;62-100 Wπgrowiec, Koúciuszki 47
342;SOLAR SPA;(0 18)262-24-11;recepcja@solarspa.pl;sta≥y;****;hotel;34-460 Szczawnica, ul. Zdrojowa 4
343;VIENNA;033/ 812-05-00;recepcja@vienna.pl;sta≥y;****;hotel;43-309 Bielsko-Bia≥a, BystrzaÒska 48
344;Hotel 1231;566 190 910;recepcja1231@hotelesolaris.pl;sta≥y;****;hotel;87-100 ToruÒ, Przedzamcze 6
345;Mercure;"(61) 855 80 00;";mer.poznan@orbis.pl;sta≥y;****;hotel;60-829 PoznaÒ, Roosevelta 20
346;VILLA VERDE & SPA;032/ 670-38-00;hotel@villaverde.pl;sta≥y;****;hotel;42-400 Zawiercie, Mrzyg≥odzka 273
347;Groclin;(61) 443 62 00;hotel@groclin.pl;sta≥y;****;hotel;62-065 Grodzisk Wielkopolski, Sportowa 2
348;KLASZTOR CEDYNIA;091/41-44-531;klasztorcedynia@vp.pl;sta≥y;****;hotel;74-520 Cedynia, Konopnickiej 10
349;HOTEL GOLDEN TULIP WARSAW CENTRE;-631;gm@goldentulipwarsawcentre.com;sta≥y;****;hotel;00-811 Warszawa, Towarowa 2
350;RED BARON HOTEL&RESTAURACJA;748564800;hotel@redbaronhotel.pl;sta≥y;****;hotel;58-100 åwidnica, LWA TO£STOJA 2
351;MANOR HOUSE SPA;48 628 70 61;chlewiska@manorhouse.pl;sta≥y;****;hotel;26-510 Chlewiska, Czachowskiego 56
352;BRISTOL TRADITION & LUXURY;17 250 00 80;info@bristol-rzeszow.pl;sta≥y;****;hotel;35-064 RzeszÛw, rynek 20-23
353;BELVEDERE;(18) 202-12-00;rezerwacja@belvederehotel.pl;sta≥y;****;hotel;34-500 Zakopane, ul. Droga do Bia≥ego 3
354;DW”R KOMBORNIA;13 435 42 89;hotel@dworkombornia.pl;sta≥y;****;hotel;38-420 Korczyna, Kombornia 1
355;JAWOR;33 811-02-49;recepcja@spahoteljawor.pl;sta≥y;****;hotel;43-384 Jaworze, Turystyczna 204
356;"""NOVOTEL""";091/480-14-00;H3367@accor-hotels.com;sta≥y;****;hotel;70-215 Szczecin, 3-go Maja 31
357;HOTEL BULWAR;566 239 400;recepcja@hotelbulwar.pl;sta≥y;****;hotel;87-100 ToruÒ, Bulwar Filadelfijski 18
358;HOLIDAY INN WARSZAWA J”ZEF”W;+ 48 (0-22) 77-;office@aquila.holiday.pl;sta≥y;****;hotel;05-420 JÛzefÛw, Telimeny 1
359;FILMAR;056 6694800 , 6;recepcja@hotelfilmar.pl;sta≥y;****;hotel;87-100 ToruÒ, Grudziπdzka 37-45
360;Hotel Vivaldi;061 858 81 00;vivaldi@vivaldi.pl;sta≥y;****;hotel;61-663 PoznaÒ, Winogrady 9
361;PODKOWA SPA & WELLNESS;32 674-13-95;zarzad@podkowa.pl;sta≥y;****;hotel;42-470 Siewierz, Sucha 4
362;PARK HOTEL DIAMENT WROC£AW;717350350;wroclaw@hoteldiament.pl;sta≥y;****;hotel;54-424 Wroc≥aw, MUCHOBORSKA 10
363;GRAND SAL;(12) 289-81-10;hotel@kopalnia.pl;sta≥y;****;hotel;32-020 Wieliczka, Park Kingi 7
364;COLUMNA MEDICA;43 676-80-00;recepcja@columnamedica.com;sta≥y;****;hotel;98-100 £ask, wakacyjna 8
365;SCANDIC;(071) 787 00 00;wroclaw@globalhotels.com.pl;sta≥y;****;hotel;50-032 Wroc≥aw, Pi≥sudskiego 49/57
366;DOUBLETREE BY HILTON HOTEL & CONFERENCE WARSZAWA;22 278 00 00;resrevation.dtwarsaw@hilton.com;sta≥y;****;hotel;04-797 Warszawa, Skalnicowa 21
367;ARTIS;(084) 616 62 62;hotel@hotelartis.com;sta≥y;****;hotel;22-400 ZamoúÊ, Sitaniec 1
368;AVIATOR;483 628 888;recepcja@aviatorhotel.com.pl;sta≥y;****;hotel;26-600 Radom, Malczewskiego 18
369;HP PARK PLAZA;(071) 32-08-400;hpwroclaw@behp.pl;sta≥y;****;hotel;50-257 Wroc≥aw, Drobnera 11
370;HOTEL DIAMENT ARSENAL PALACE;+48 32 60 68 48;arsenal@hotelediament.pl;sta≥y;****;hotel;41-500 ChorzÛw, Paderewskiegp 35
371;DW”R POLSKI;(071) 372 34 15;dworpol@wr.onet.pl;sta≥y;****;hotel;50-108 Wroc≥aw, Kie≥baúnicza 2
372;MORAN;63 212 11 71;moran@hotelmoran.pl;sta≥y;****;hotel;62-430 Ostrowo, ostrowo 30
373;SPA DR IRENA ERIS;(18)472-35-00;krynica@hotelspa.pl;sta≥y;****;hotel;33-380 Krynica-ZdrÛj, ul. Czarny Potok 30
374;AMBER DESIGN;12 421-06-06;office@hotel-amber.pl;sta≥y;****;hotel;31-131 KrakÛw, ul. Garbarska 8-10
375;HOTEL WILE—SKI;89-535-01-22;hotel@hotelwilenski.pl;sta≥y;****;hotel;10-015 Olsztyn, Knosa≥y 5
376;HILTON WARSAW HOTEL& CONVENTION CENTRE;22 356 55 55;reception.warsaw@hilton.com;sta≥y;****;hotel;00-844 Warszawa, Grzybowska 63
377;QUBUS Hotel;(076) 866-21-00;legnica@qubushotel.com;sta≥y;****;hotel;59-220 Legnica, Skarbowa 2
378;KOSSAK;(0 12)379-59-00;kossak@osti-hotele.pl;sta≥y;****;hotel;31-106 KrakÛw, Plac Kossaka 1
379;HILTON WARSAW HOTEL& CONVENTION CENTRE;22 356 55 55;reception.warsaw@hilton.com;sta≥y;****;hotel;00-844 Warszawa, Grzybowska 63
380;SAND;94/ 35 34 100;;sta≥y;****;hotel;78-100 Ko≥obrzeg, Zdrojowa 3
381;MERCURE GRAND;225832100;h3384@accor.com;sta≥y;****;hotel;00-522 Warszawa, krucza 28
382;"""VILLA ESTERA""";022 72311 68;rezerwacje@villaestera.pl;sta≥y;****;hotel;05-816 Micha≥owice, al. Jerozolimskie 331
383;SENACKI;(12) 422-76-86;senacki@hotelsenacki.pl;sta≥y;****;hotel;31-001 KrakÛw, ul. Grodzka 51
384;FRANCUSKI;666 195 831;recepcja@hotel-francuski.com.pl;sta≥y;****;hotel;31-015 KrakÛw, ul. Pijarska 13
385;HOTEL SOK”£ WELLNESS & SPA;17 249 15 55;recepcja@hotelsokol.pl;sta≥y;****;hotel;37-100 £aÒcut, soko≥a 11
386;MERCURE WARSZAWA CENTRUM;(+48-22) 69-73-;holiday@orbis.pl;sta≥y;****;hotel;00-120 Warszawa, Z≥ota 48/54
387;"""SCANDIC GDA—SK""";0 - 58 300 -;smm@gdansk.holidayinn.pl;sta≥y;****;hotel;80-895 GdaÒsk, Podwale Grodzkie 9
388;GRAFIT;41 303-22-25;recepcja@hotelgrafit.pl;sta≥y;****;hotel;26-085 Kostom≥oty Pierwsze, Kielecka 120
389;PARK INN;12 375-55-55;reservations.krakow@rezidorparkinn.com;sta≥y;****;hotel;30-337 KrakÛw, ul. Monte Cassino 2
390;HOTEL SPA£KA;774122000;recepcja@hoptelspalka.pl;sta≥y;****;hotel;46-200 Kluczbork, WaryÒskiego 16
